frame_index,lm_0_id,lm_0_x,lm_0_y,lm_0_z,lm_0_vis,lm_1_id,lm_1_x,lm_1_y,lm_1_z,lm_1_vis,lm_2_id,lm_2_x,lm_2_y,lm_2_z,lm_2_vis,lm_3_id,lm_3_x,lm_3_y,lm_3_z,lm_3_vis,lm_4_id,lm_4_x,lm_4_y,lm_4_z,lm_4_vis,lm_5_id,lm_5_x,lm_5_y,lm_5_z,lm_5_vis,lm_6_id,lm_6_x,lm_6_y,lm_6_z,lm_6_vis,lm_7_id,lm_7_x,lm_7_y,lm_7_z,lm_7_vis,lm_8_id,lm_8_x,lm_8_y,lm_8_z,lm_8_vis,lm_9_id,lm_9_x,lm_9_y,lm_9_z,lm_9_vis,lm_10_id,lm_10_x,lm_10_y,lm_10_z,lm_10_vis,lm_11_id,lm_11_x,lm_11_y,lm_11_z,lm_11_vis,lm_12_id,lm_12_x,lm_12_y,lm_12_z,lm_12_vis,lm_13_id,lm_13_x,lm_13_y,lm_13_z,lm_13_vis,lm_14_id,lm_14_x,lm_14_y,lm_14_z,lm_14_vis,lm_15_id,lm_15_x,lm_15_y,lm_15_z,lm_15_vis,lm_16_id,lm_16_x,lm_16_y,lm_16_z,lm_16_vis,lm_17_id,lm_17_x,lm_17_y,lm_17_z,lm_17_vis,lm_18_id,lm_18_x,lm_18_y,lm_18_z,lm_18_vis,lm_19_id,lm_19_x,lm_19_y,lm_19_z,lm_19_vis,lm_20_id,lm_20_x,lm_20_y,lm_20_z,lm_20_vis,lm_21_id,lm_21_x,lm_21_y,lm_21_z,lm_21_vis,lm_22_id,lm_22_x,lm_22_y,lm_22_z,lm_22_vis,lm_23_id,lm_23_x,lm_23_y,lm_23_z,lm_23_vis,lm_24_id,lm_24_x,lm_24_y,lm_24_z,lm_24_vis,lm_25_id,lm_25_x,lm_25_y,lm_25_z,lm_25_vis,lm_26_id,lm_26_x,lm_26_y,lm_26_z,lm_26_vis,lm_27_id,lm_27_x,lm_27_y,lm_27_z,lm_27_vis,lm_28_id,lm_28_x,lm_28_y,lm_28_z,lm_28_vis,lm_29_id,lm_29_x,lm_29_y,lm_29_z,lm_29_vis,lm_30_id,lm_30_x,lm_30_y,lm_30_z,lm_30_vis,lm_31_id,lm_31_x,lm_31_y,lm_31_z,lm_31_vis,lm_32_id,lm_32_x,lm_32_y,lm_32_z,lm_32_vis
1,0,0.2938264012336731,0.2756586968898773,-0.18457888066768646,0.9995221495628357,1,0.2971583306789398,0.26241135597229004,-0.16000881791114807,0.9992245435714722,2,0.29967784881591797,0.2628185749053955,-0.16005463898181915,0.9991599917411804,3,0.30239078402519226,0.26359042525291443,-0.16000165045261383,0.9992308020591736,4,0.2905066907405853,0.2608548104763031,-0.1848713755607605,0.9991618394851685,5,0.28809693455696106,0.26003849506378174,-0.18496596813201904,0.9989791512489319,6,0.28564953804016113,0.25964057445526123,-0.18513095378875732,0.9990254044532776,7,0.3021363317966461,0.2640083134174347,-0.013823308050632477,0.9986653923988342,8,0.28064054250717163,0.26048609614372253,-0.12520575523376465,0.9984807968139648,9,0.29817190766334534,0.2863848805427551,-0.1264151781797409,0.9990774393081665,10,0.28901559114456177,0.2851402163505554,-0.15870137512683868,0.9987242221832275,11,0.3230917453765869,0.34309351444244385,0.13618317246437073,0.9994000196456909,12,0.2429177165031433,0.34011849761009216,-0.17739516496658325,0.9983610510826111,13,0.3278563916683197,0.4530877470970154,0.18244920670986176,0.8986257910728455,14,0.22906120121479034,0.4624480903148651,-0.32874417304992676,0.5893695950508118,15,0.32449716329574585,0.5505619049072266,0.08621104061603546,0.8664237856864929,16,0.2803381085395813,0.42211711406707764,-0.4590176045894623,0.5726616978645325,17,0.3276214301586151,0.5786656737327576,0.07004013657569885,0.8225807547569275,18,0.29899752140045166,0.41645684838294983,-0.5029424428939819,0.5435484051704407,19,0.32557693123817444,0.5800594091415405,0.0392024926841259,0.8230276107788086,20,0.29539793729782104,0.4016878008842468,-0.4986438751220703,0.5418421030044556,21,0.3209395706653595,0.5668466091156006,0.06976218521595001,0.8096396327018738,22,0.2912874221801758,0.4025399386882782,-0.4568694531917572,0.5375781655311584,23,0.3008373975753784,0.5598887205123901,0.10459563881158829,0.9993245005607605,24,0.26294493675231934,0.5593198537826538,-0.10475243628025055,0.9990182518959045,25,0.29205670952796936,0.711203932762146,0.09916345030069351,0.9428666234016418,26,0.2580074369907379,0.7150654792785645,-0.10897431522607803,0.9250471591949463,27,0.27652707695961,0.852346658706665,0.21779188513755798,0.9485177397727966,28,0.24714551866054535,0.8601323366165161,-0.0009636859176680446,0.9436649084091187,29,0.26367250084877014,0.8686468005180359,0.21826158463954926,0.8148932456970215,30,0.24004273116588593,0.8715839982032776,0.0010273318039253354,0.8102923631668091,31,0.3134564459323883,0.8741986751556396,0.086538165807724,0.9379766583442688,32,0.2835799753665924,0.9086347818374634,-0.16533736884593964,0.9328017830848694
2,0,0.2947637140750885,0.27767640352249146,-0.14916415512561798,0.9995026588439941,1,0.29715868830680847,0.26317957043647766,-0.12759371101856232,0.9991779327392578,2,0.29962554574012756,0.26335853338241577,-0.12766298651695251,0.9990810751914978,3,0.3021387755870819,0.26385730504989624,-0.12765079736709595,0.9991456270217896,4,0.2905810475349426,0.2616193890571594,-0.1564406007528305,0.9991471767425537,5,0.2881619930267334,0.2606675922870636,-0.15648269653320312,0.9989809989929199,6,0.28570616245269775,0.26006990671157837,-0.15661364793777466,0.9990438222885132,7,0.3002900183200836,0.26402202248573303,0.014191165566444397,0.998406708240509,8,0.28063616156578064,0.26109421253204346,-0.11452297866344452,0.998552143573761,9,0.2990182936191559,0.2896040380001068,-0.0902448445558548,0.9990089535713196,10,0.2904176414012909,0.2872820794582367,-0.12742888927459717,0.9987636804580688,11,0.3222951591014862,0.34235522150993347,0.17173026502132416,0.9992713332176208,12,0.24356283247470856,0.33881402015686035,-0.16445490717887878,0.9985042810440063,13,0.3270203173160553,0.4459163248538971,0.2363986372947693,0.8324939608573914,14,0.22915884852409363,0.45909571647644043,-0.2788676917552948,0.6286172270774841,15,0.3436538577079773,0.5100061893463135,0.1177818775177002,0.8116504549980164,16,0.2827795445919037,0.42211994528770447,-0.3634502589702606,0.6135192513465881,17,0.35455694794654846,0.5319509506225586,0.10170554369688034,0.7714424133300781,18,0.2996457815170288,0.41643768548965454,-0.3983388841152191,0.5860481262207031,19,0.35307416319847107,0.5281804203987122,0.06899721920490265,0.7722707390785217,20,0.2959500849246979,0.40232735872268677,-0.39115041494369507,0.5843079090118408,21,0.3447968661785126,0.5200756192207336,0.09999731183052063,0.7609673142433167,22,0.2922073304653168,0.4032329022884369,-0.3581177890300751,0.5789275169372559,23,0.3001330494880676,0.5587567090988159,0.10747116804122925,0.9990407228469849,24,0.26437318325042725,0.5583940744400024,-0.10763780027627945,0.9988974332809448,25,0.2919163405895233,0.7080031037330627,0.09891976416110992,0.9084287881851196,26,0.2610544264316559,0.7152643799781799,-0.11600416153669357,0.9197224378585815,27,0.27736467123031616,0.848222017288208,0.24255885183811188,0.9253889918327332,28,0.2522101402282715,0.864881694316864,-0.0015637259930372238,0.9378641247749329,29,0.26407501101493835,0.8681812286376953,0.24908402562141418,0.8031643629074097,30,0.24652820825576782,0.8801476955413818,0.0011919335229322314,0.7989916801452637,31,0.3144439160823822,0.8753414154052734,0.1406986266374588,0.9222735166549683,32,0.285385400056839,0.9095050096511841,-0.1540711671113968,0.9276288747787476
3,0,0.29951393604278564,0.2811415493488312,-0.1687432825565338,0.9995169639587402,1,0.2990855872631073,0.2651914954185486,-0.14848922193050385,0.9991926550865173,2,0.3009868562221527,0.26512202620506287,-0.14853042364120483,0.9990876317024231,3,0.30291748046875,0.26522937417030334,-0.14848487079143524,0.9991452693939209,4,0.29329824447631836,0.26366832852363586,-0.18308600783348083,0.9991711378097534,5,0.2909080684185028,0.2626212537288666,-0.18308225274085999,0.9990190863609314,6,0.28843292593955994,0.2618286907672882,-0.18314500153064728,0.9990823864936829,7,0.30025944113731384,0.2646288573741913,0.0017284622881561518,0.9983693361282349,8,0.2817649245262146,0.26217857003211975,-0.15180303156375885,0.9986323714256287,9,0.30273011326789856,0.29364150762557983,-0.10320937633514404,0.9990206360816956,10,0.29529958963394165,0.29132845997810364,-0.15116578340530396,0.9988310933113098,11,0.3069559931755066,0.3412993848323822,0.16352006793022156,0.99925297498703,12,0.2460518777370453,0.33852913975715637,-0.1969393640756607,0.998636782169342,13,0.3177376091480255,0.45430928468704224,0.2239050567150116,0.7788701057434082,14,0.2291945070028305,0.4587566554546356,-0.34382137656211853,0.663228452205658,15,0.3219758868217468,0.5544378757476807,0.12141528725624084,0.7712790966033936,16,0.2842790186405182,0.4236728847026825,-0.47414201498031616,0.6498277187347412,17,0.33574867248535156,0.5755254626274109,0.1113877072930336,0.7332815527915955,18,0.3015616238117218,0.4216235280036926,-0.5171480774879456,0.6239539980888367,19,0.3358905017375946,0.5759298205375671,0.07502937316894531,0.7342407703399658,20,0.2975022792816162,0.40426716208457947,-0.5029602646827698,0.6222016215324402,21,0.3248644471168518,0.5645439028739929,0.10334844887256622,0.7249649167060852,22,0.29408740997314453,0.405949205160141,-0.4677599370479584,0.6155458092689514,23,0.29640984535217285,0.5595948100090027,0.1141170784831047,0.9989900588989258,24,0.2666017413139343,0.5585277080535889,-0.11438634991645813,0.9988893866539001,25,0.2878386974334717,0.7080825567245483,0.15589523315429688,0.8725787401199341,26,0.26309382915496826,0.7155376076698303,-0.08156411349773407,0.9138352274894714,27,0.2769574522972107,0.8463403582572937,0.31855255365371704,0.9037238359451294,28,0.2558431923389435,0.8656440377235413,0.06698333472013474,0.9338394999504089,29,0.2618372142314911,0.8681824207305908,0.32760700583457947,0.7958385348320007,30,0.24956166744232178,0.8834947347640991,0.07716148346662521,0.7936100959777832,31,0.3143555223941803,0.8777647614479065,0.22619497776031494,0.9096449017524719,32,0.28993621468544006,0.9095163941383362,-0.06202748790383339,0.9246096014976501
4,0,0.2997371554374695,0.2820492088794708,-0.24235422909259796,0.999547004699707,1,0.29918330907821655,0.2658243775367737,-0.21611982583999634,0.9992364645004272,2,0.3010478913784027,0.2655958831310272,-0.21614906191825867,0.9991309642791748,3,0.30293551087379456,0.2655065655708313,-0.21608561277389526,0.999177098274231,4,0.29332488775253296,0.2645767033100128,-0.2450067102909088,0.9992206692695618,5,0.2908785343170166,0.26357176899909973,-0.24503450095653534,0.9990832209587097,6,0.28836971521377563,0.26273512840270996,-0.24511592090129852,0.9991434812545776,7,0.30022719502449036,0.2647005617618561,-0.037700355052948,0.9984071254730225,8,0.2816099226474762,0.2625892162322998,-0.17239920794963837,0.9987359642982483,9,0.3029947280883789,0.294535368680954,-0.16904670000076294,0.9990691542625427,10,0.29539352655410767,0.2921934425830841,-0.20806288719177246,0.9989177584648132,11,0.3027939796447754,0.34021028876304626,0.1499401181936264,0.9992533922195435,12,0.24601982533931732,0.3382816016674042,-0.19910810887813568,0.9987629652023315,13,0.3110838234424591,0.458186537027359,0.21577781438827515,0.7379451990127563,14,0.2289145439863205,0.45700427889823914,-0.3485495448112488,0.6955662965774536,15,0.3159807622432709,0.5639298558235168,0.10053824633359909,0.738297700881958,16,0.28419238328933716,0.4263181686401367,-0.5032393336296082,0.6834951639175415,17,0.3261593282222748,0.5871032476425171,0.08676885068416595,0.7002279162406921,18,0.3021484613418579,0.4243552088737488,-0.552097499370575,0.6592299938201904,19,0.3284620940685272,0.5911086797714233,0.04372060298919678,0.7013174891471863,20,0.29780128598213196,0.4058007001876831,-0.5404192209243774,0.657537579536438,21,0.318597674369812,0.579353392124176,0.07975196838378906,0.6936678290367126,22,0.29422488808631897,0.40772247314453125,-0.498077392578125,0.6501918435096741,23,0.2965600788593292,0.5559458136558533,0.11337638646364212,0.9989664554595947,24,0.266542911529541,0.5563085079193115,-0.11362668871879578,0.9989283680915833,25,0.2865435779094696,0.7054914832115173,0.1402275115251541,0.8515093326568604,26,0.2632160186767578,0.7140933275222778,-0.0994984358549118,0.912234902381897,27,0.2771300971508026,0.8401386737823486,0.3471166789531708,0.8907764554023743,28,0.25590673089027405,0.8654102683067322,0.04641326889395714,0.9333704710006714,29,0.2621748149394989,0.8644062280654907,0.36041054129600525,0.7910770177841187,30,0.25044330954551697,0.882500410079956,0.054976098239421844,0.7881284952163696,31,0.3137376308441162,0.8801515102386475,0.2411344349384308,0.902829647064209,32,0.28489676117897034,0.9133632183074951,-0.10354798287153244,0.9244351387023926
5,0,0.29954808950424194,0.281991571187973,-0.16078193485736847,0.9995290040969849,1,0.2986946702003479,0.2657971680164337,-0.1391836255788803,0.9992054104804993,2,0.30000633001327515,0.2655000686645508,-0.13923098146915436,0.9990911483764648,3,0.301217645406723,0.2653456926345825,-0.13920781016349792,0.9991370439529419,4,0.2934262752532959,0.26451292634010315,-0.17475536465644836,0.9991956353187561,5,0.291317880153656,0.2635151445865631,-0.17476993799209595,0.9990642070770264,6,0.2893204092979431,0.2626960277557373,-0.1748516857624054,0.9991283416748047,7,0.29781749844551086,0.26447007060050964,0.007142095360904932,0.9982974529266357,8,0.2835475206375122,0.26243001222610474,-0.16592484712600708,0.9987373948097229,9,0.30294546484947205,0.2938076853752136,-0.09954801201820374,0.9990034103393555,10,0.2955573797225952,0.2920866906642914,-0.14617861807346344,0.9989030361175537,11,0.3054332435131073,0.3408077359199524,0.16985416412353516,0.999143123626709,12,0.24821917712688446,0.3366956412792206,-0.19801349937915802,0.9988499879837036,13,0.3084910809993744,0.4582432210445404,0.22246110439300537,0.6844378709793091,14,0.232876718044281,0.45150628685951233,-0.3461662530899048,0.7205643653869629,15,0.31168559193611145,0.5586265325546265,0.10603044927120209,0.687874972820282,16,0.28951573371887207,0.42623671889305115,-0.5009363889694214,0.7086490988731384,17,0.318848192691803,0.586634635925293,0.09349226206541061,0.6529194116592407,18,0.3055410087108612,0.41833850741386414,-0.5488020777702332,0.6846002340316772,19,0.3202988803386688,0.5903530716896057,0.053111858665943146,0.6543763875961304,20,0.30042168498039246,0.40371695160865784,-0.5267753005027771,0.6826913952827454,21,0.3142138421535492,0.5761264562606812,0.08548551797866821,0.64814293384552,22,0.2973787486553192,0.4076049327850342,-0.49442002177238464,0.672683596611023,23,0.292759507894516,0.5529312491416931,0.11751977354288101,0.9987971782684326,24,0.2667928636074066,0.552933931350708,-0.11773582547903061,0.998855710029602,25,0.28494033217430115,0.7036134004592896,0.1588962823152542,0.8261235952377319,26,0.26413577795028687,0.7137571573257446,-0.09843180328607559,0.9091932773590088,27,0.27712854743003845,0.838935136795044,0.3124725818634033,0.8775821328163147,28,0.2578814923763275,0.8649657964706421,0.03664588928222656,0.9323484301567078,29,0.2627137303352356,0.8627892136573792,0.3194776773452759,0.7844116687774658,30,0.25261083245277405,0.8817938566207886,0.0431574322283268,0.7853419780731201,31,0.31287097930908203,0.8833920359611511,0.2061958760023117,0.8951981067657471,32,0.28489595651626587,0.9131959080696106,-0.11323943734169006,0.9239363074302673
6,0,0.2993963360786438,0.2814556360244751,-0.12099087238311768,0.9995183944702148,1,0.2986590564250946,0.26575154066085815,-0.0977521538734436,0.9991796612739563,2,0.2998570203781128,0.2653787434101105,-0.09780902415513992,0.9990511536598206,3,0.3009446859359741,0.2651255130767822,-0.09779506176710129,0.9990950226783752,4,0.2935769259929657,0.2644702196121216,-0.1331242173910141,0.9991874694824219,5,0.2915899455547333,0.26347967982292175,-0.13315553963184357,0.999066948890686,6,0.2896803021430969,0.2626846134662628,-0.13326115906238556,0.999139666557312,7,0.2973201870918274,0.2640356123447418,0.04759763181209564,0.9981468915939331,8,0.28366735577583313,0.26229673624038696,-0.11620970070362091,0.9987832307815552,9,0.3028901517391205,0.2924705147743225,-0.06044742837548256,0.998936116695404,10,0.2954202890396118,0.2910882234573364,-0.10637011379003525,0.9989103078842163,11,0.29866620898246765,0.3353731036186218,0.2091529816389084,0.9989995956420898,12,0.24804922938346863,0.3338179886341095,-0.18867111206054688,0.9989455938339233,13,0.3099108934402466,0.45033136010169983,0.25868338346481323,0.6353850364685059,14,0.23272038996219635,0.44797512888908386,-0.30674034357070923,0.7469269633293152,15,0.3100162148475647,0.5323298573493958,0.12918318808078766,0.638744056224823,16,0.290578693151474,0.4258803725242615,-0.37532636523246765,0.7357956171035767,17,0.3187122344970703,0.564805805683136,0.11471664160490036,0.6063758134841919,18,0.30695855617523193,0.41397541761398315,-0.41271471977233887,0.7127935886383057,19,0.31560441851615906,0.5673191547393799,0.07849597185850143,0.6081116795539856,20,0.30222654342651367,0.4025205671787262,-0.3984667956829071,0.7109130620956421,21,0.311903715133667,0.5516007542610168,0.10874253511428833,0.6037569046020508,22,0.2986438572406769,0.4070839285850525,-0.36745691299438477,0.7003272771835327,23,0.29291462898254395,0.5511379837989807,0.1213650330901146,0.9986040592193604,24,0.2665482461452484,0.5511152148246765,-0.12154459953308105,0.9988024234771729,25,0.2852672040462494,0.7016513347625732,0.14673277735710144,0.8116557002067566,26,0.26400142908096313,0.7128674387931824,-0.11726558208465576,0.9097589254379272,27,0.27884912490844727,0.8366851210594177,0.29441508650779724,0.8672950267791748,28,0.25815942883491516,0.8649328351020813,-0.00032561877742409706,0.9331666231155396,29,0.2655036747455597,0.8608260154724121,0.3006778359413147,0.7794638872146606,30,0.25283151865005493,0.8813794851303101,0.006470002233982086,0.785050094127655,31,0.31308481097221375,0.8843284845352173,0.18932786583900452,0.8895608186721802,32,0.28746268153190613,0.91368168592453,-0.14417868852615356,0.9252976775169373
7,0,0.29932257533073425,0.2813583314418793,-0.12141453474760056,0.9995242357254028,1,0.29801276326179504,0.2657015323638916,-0.0965791642665863,0.9991865754127502,2,0.2988215386867523,0.26535093784332275,-0.09662842750549316,0.9990531206130981,3,0.2994881570339203,0.26508575677871704,-0.09660392254590988,0.9990923404693604,4,0.29355138540267944,0.26442620158195496,-0.131424218416214,0.9992039203643799,5,0.29155850410461426,0.26343414187431335,-0.13145482540130615,0.9990912079811096,6,0.28963395953178406,0.2626551687717438,-0.13155409693717957,0.999164879322052,7,0.29476386308670044,0.26392459869384766,0.0538095124065876,0.9981142282485962,8,0.2836419641971588,0.2622981071472168,-0.10626856982707977,0.998832106590271,9,0.3020344376564026,0.29226210713386536,-0.05983356758952141,0.9989163875579834,10,0.29534366726875305,0.2909908592700958,-0.10541850328445435,0.9989355206489563,11,0.29440170526504517,0.3347858786582947,0.21095259487628937,0.9989330768585205,12,0.2477310448884964,0.3333069682121277,-0.17794595658779144,0.9990298748016357,13,0.31100142002105713,0.4499073922634125,0.2601921558380127,0.5962438583374023,14,0.23269687592983246,0.44690829515457153,-0.29989001154899597,0.7696809768676758,15,0.3105764091014862,0.5329710841178894,0.126523956656456,0.6003852486610413,16,0.29010695219039917,0.42597082257270813,-0.3822169303894043,0.7589164972305298,17,0.3195115923881531,0.5589892864227295,0.11043094098567963,0.5696814060211182,18,0.30760109424591064,0.41387370228767395,-0.421255886554718,0.7365443706512451,19,0.3167782127857208,0.561786949634552,0.07394780218601227,0.5718693733215332,20,0.3021678030490875,0.404385507106781,-0.41088488698005676,0.7346434593200684,21,0.3118373155593872,0.5526946187019348,0.10601554065942764,0.5689702033996582,22,0.29843461513519287,0.4074043929576874,-0.37628331780433655,0.7230514883995056,23,0.29295259714126587,0.5478806495666504,0.12206685543060303,0.9984331727027893,24,0.26597583293914795,0.5489579439163208,-0.12220636755228043,0.9987860321998596,25,0.28531622886657715,0.6978572010993958,0.1555234044790268,0.7922192215919495,26,0.26394930481910706,0.7126801609992981,-0.13799788057804108,0.9090282917022705,27,0.2794891893863678,0.8297982215881348,0.32362163066864014,0.8539717197418213,28,0.25885888934135437,0.8648030161857605,-0.03773607313632965,0.9334778785705566,29,0.26666975021362305,0.8541763424873352,0.33287766575813293,0.7728021740913391,30,0.25345563888549805,0.8811377286911011,-0.032819803804159164,0.7849940061569214,31,0.3130863904953003,0.8821147680282593,0.22960378229618073,0.8817576169967651,32,0.28628695011138916,0.9148452281951904,-0.18944881856441498,0.9255881309509277
8,0,0.3005450665950775,0.28199878334999084,-0.10086318850517273,0.9994626641273499,1,0.29873353242874146,0.2663758099079132,-0.07693365216255188,0.9990838766098022,2,0.2993277609348297,0.2659026086330414,-0.07700152695178986,0.99891197681427,3,0.2997657358646393,0.2654672861099243,-0.07700613886117935,0.9989442229270935,4,0.2946479618549347,0.2652534544467926,-0.10942718386650085,0.9991351366043091,5,0.2925961911678314,0.2641928195953369,-0.10946062952280045,0.9990236163139343,6,0.2905157506465912,0.26328790187835693,-0.10955704748630524,0.9991257786750793,7,0.29485082626342773,0.2640795111656189,0.06983103603124619,0.9977901577949524,8,0.28364360332489014,0.26285722851753235,-0.07671748101711273,0.9988217353820801,9,0.3022003471851349,0.29300087690353394,-0.04042893275618553,0.9987090826034546,10,0.2957647740840912,0.29161497950553894,-0.0823693498969078,0.9988711476325989,11,0.2949405610561371,0.3344663679599762,0.21947795152664185,0.9987573623657227,12,0.2471635341644287,0.3337356746196747,-0.13248282670974731,0.9990989565849304,13,0.3107924163341522,0.44576913118362427,0.2737185060977936,0.5545341968536377,14,0.2318599373102188,0.4478752315044403,-0.2174353301525116,0.7910498976707458,15,0.33547115325927734,0.49858754873275757,0.13030803203582764,0.5597072243690491,16,0.2916434705257416,0.4263583719730377,-0.26132655143737793,0.7807246446609497,17,0.34608960151672363,0.5184230208396912,0.1094978079199791,0.5318860411643982,18,0.30884283781051636,0.41920292377471924,-0.292803555727005,0.75898277759552,19,0.3452647626399994,0.5135592818260193,0.07482472062110901,0.5344411134719849,20,0.3036474287509918,0.40484514832496643,-0.2843489348888397,0.7570855617523193,21,0.3379860520362854,0.5064824819564819,0.10989799350500107,0.5328041315078735,22,0.29900437593460083,0.40735775232315063,-0.25468915700912476,0.745101809501648,23,0.2932857573032379,0.5459051132202148,0.11572618782520294,0.9980695247650146,24,0.2657374441623688,0.5479656457901001,-0.11566359549760818,0.9986634850502014,25,0.28545498847961426,0.6958914995193481,0.09530198574066162,0.7774023413658142,26,0.2641018033027649,0.7099528312683105,-0.14243923127651215,0.9067335724830627,27,0.2799055278301239,0.8306595087051392,0.2739734351634979,0.8386378884315491,28,0.2609809339046478,0.8619633913040161,-0.02802453376352787,0.9306808114051819,29,0.2673083543777466,0.8529960513114929,0.2855381369590759,0.7632997632026672,30,0.255462110042572,0.8802976012229919,-0.02160639688372612,0.7792581915855408,31,0.31320565938949585,0.8819292187690735,0.18760646879673004,0.8697330355644226,32,0.28474584221839905,0.9154693484306335,-0.17736628651618958,0.9223372340202332
9,0,0.30112388730049133,0.2820069193840027,-0.10267701745033264,0.9994229674339294,1,0.2991598844528198,0.26671382784843445,-0.07822240144014359,0.9990236163139343,2,0.299671471118927,0.2661895155906677,-0.07828735560178757,0.9988279342651367,3,0.2999933958053589,0.26568230986595154,-0.07828972488641739,0.9988515973091125,4,0.2951973080635071,0.2657213509082794,-0.11102677136659622,0.999098002910614,5,0.29308879375457764,0.2646392583847046,-0.11106203496456146,0.9989898800849915,6,0.29089903831481934,0.26369184255599976,-0.11115111410617828,0.9991093873977661,7,0.29498162865638733,0.26413673162460327,0.06947940587997437,0.997600793838501,8,0.28362637758255005,0.26321738958358765,-0.0779680460691452,0.9988319873809814,9,0.30238184332847595,0.2929321527481079,-0.04210010543465614,0.9985750913619995,10,0.29612812399864197,0.29158341884613037,-0.08442861586809158,0.9988322257995605,11,0.295637845993042,0.3344530165195465,0.22044546902179718,0.9986159801483154,12,0.24618765711784363,0.3345126211643219,-0.1321968138217926,0.9991613030433655,13,0.31080666184425354,0.4448433220386505,0.27515217661857605,0.5182267427444458,14,0.2317918837070465,0.44851237535476685,-0.22013358771800995,0.8098816871643066,15,0.3389061689376831,0.5003736615180969,0.12964345514774323,0.5214295983314514,16,0.29138126969337463,0.42731034755706787,-0.2695043087005615,0.7997032999992371,17,0.3480590283870697,0.521004855632782,0.1078263372182846,0.49581068754196167,18,0.3086513876914978,0.4223736822605133,-0.3023349642753601,0.7782384753227234,19,0.3466377556324005,0.5162052512168884,0.07397409528493881,0.4986405074596405,20,0.3028492331504822,0.40563663840293884,-0.2946299910545349,0.7763005495071411,21,0.3396877944469452,0.5085515975952148,0.10944459587335587,0.4981110095977783,22,0.2980223596096039,0.4075590968132019,-0.2635785639286041,0.7636868953704834,23,0.29420462250709534,0.5439502596855164,0.1139385923743248,0.9978445768356323,24,0.26524853706359863,0.5471141934394836,-0.11382114142179489,0.9986086487770081,25,0.28570178151130676,0.6948927640914917,0.10265370458364487,0.7603428363800049,26,0.2643657326698303,0.709318220615387,-0.14469876885414124,0.9041756391525269,27,0.28030553460121155,0.8314443826675415,0.273480623960495,0.8250733613967896,28,0.2614077925682068,0.8611973524093628,-0.03784513846039772,0.9280552268028259,29,0.2678182125091553,0.8528591990470886,0.28460416197776794,0.7536395192146301,30,0.256190687417984,0.8800203800201416,-0.032134536653757095,0.7735271453857422,31,0.31349122524261475,0.8818531632423401,0.18463796377182007,0.8594011664390564,32,0.2844303250312805,0.9157158136367798,-0.1881684809923172,0.9194023013114929
10,0,0.30127131938934326,0.2819894850254059,-0.1015821024775505,0.9994044303894043,1,0.2993471920490265,0.2668907642364502,-0.07647237181663513,0.9989978075027466,2,0.29983875155448914,0.26636677980422974,-0.07654030621051788,0.9987847208976746,3,0.30010849237442017,0.26585662364959717,-0.07654384523630142,0.9988034963607788,4,0.2954162657260895,0.2659892737865448,-0.1090395599603653,0.9990899562835693,5,0.2932741641998291,0.26493188738822937,-0.10906880348920822,0.9989858269691467,6,0.29101210832595825,0.2640030086040497,-0.10915286839008331,0.999115526676178,7,0.2950901687145233,0.26444366574287415,0.0759415253996849,0.9974859952926636,8,0.28361400961875916,0.26381954550743103,-0.07124911993741989,0.998858630657196,9,0.3024895191192627,0.2929595708847046,-0.039122555404901505,0.998491644859314,10,0.2962309718132019,0.29168936610221863,-0.08132912218570709,0.9988203644752502,11,0.2969067692756653,0.33465906977653503,0.2285601943731308,0.9985045790672302,12,0.2464347779750824,0.33455127477645874,-0.11910726875066757,0.9992159008979797,13,0.31101176142692566,0.44500768184661865,0.2844986021518707,0.48745760321617126,14,0.23183046281337738,0.4487627148628235,-0.2247082144021988,0.8265812397003174,15,0.3423326909542084,0.497888445854187,0.13238412141799927,0.49193552136421204,16,0.29103386402130127,0.4273335337638855,-0.307590514421463,0.8171215057373047,17,0.35105010867118835,0.5180111527442932,0.1088317260146141,0.4679901897907257,18,0.3085150718688965,0.4222743809223175,-0.3440183997154236,0.7962049841880798,19,0.34942325949668884,0.5125130414962769,0.07511290162801743,0.4712931215763092,20,0.3023262619972229,0.405555784702301,-0.3345814645290375,0.7942685484886169,21,0.34273603558540344,0.5050090551376343,0.11210686713457108,0.47159522771835327,22,0.29760441184043884,0.407418817281723,-0.3016049861907959,0.7812157273292542,23,0.29597100615501404,0.5428355932235718,0.11182083189487457,0.9977092742919922,24,0.26531410217285156,0.5460199117660522,-0.11170592159032822,0.9985864758491516,25,0.2858629822731018,0.6934683918952942,0.10646434128284454,0.7470124363899231,26,0.2647830545902252,0.7077012658119202,-0.1481410562992096,0.9019562602043152,27,0.2804374694824219,0.8317849040031433,0.27350226044654846,0.8162863850593567,28,0.2622792422771454,0.8590134382247925,-0.047981202602386475,0.9261507391929626,29,0.2679196894168854,0.8528498411178589,0.2844774127006531,0.7474677562713623,30,0.2567642629146576,0.8783899545669556,-0.042913928627967834,0.7686281800270081,31,0.3135985732078552,0.8818399310112,0.1826067417860031,0.8521757125854492,32,0.2848184108734131,0.914405882358551,-0.20134904980659485,0.9168980717658997
